date,person,interest
2024-04-14,Taylor Swift,58.55544553254066
2024-04-21,Taylor Swift,91.99576864762915
2024-04-28,Taylor Swift,91.60703078052354
2024-05-05,Taylor Swift,83.57552900812989
2024-05-12,Taylor Swift,83.60678926368314
2024-05-19,Taylor Swift,83.67571529459072
2024-05-26,Taylor Swift,100.0
2024-06-02,Taylor Swift,90.36002645239803
2024-06-09,Taylor Swift,85.87086876958696
2024-06-16,Taylor Swift,64.55762178193643
2024-06-23,Taylor Swift,96.61566144287369
2024-06-30,Taylor Swift,49.42255242529255
2024-07-07,Taylor Swift,92.78001379152593
2024-07-14,Taylor Swift,69.27102201315849
2024-07-21,Taylor Swift,92.7342589545105
2024-07-28,Taylor Swift,65.72044436110048
2024-08-04,Taylor Swift,98.24441786907838
2024-08-11,Taylor Swift,100.0
2024-08-18,Taylor Swift,100.0
2024-08-25,Taylor Swift,76.87714917389798
2024-09-01,Taylor Swift,83.33111025300097
2024-09-08,Taylor Swift,80.84304113917598
2024-09-15,Taylor Swift,51.76301461364202
2024-09-22,Taylor Swift,84.42480918470685
2024-09-29,Taylor Swift,89.88632791255182
2024-10-06,Taylor Swift,69.82582033258566
2024-10-13,Taylor Swift,67.20006151139432
2024-10-20,Taylor Swift,58.13674068497432
2024-10-27,Taylor Swift,90.86792920582164
2024-11-03,Taylor Swift,100.0
2024-11-10,Taylor Swift,92.6869789082672
2024-11-17,Taylor Swift,100.0
2024-11-24,Taylor Swift,77.90682208528739
2024-12-01,Taylor Swift,84.00729142219342
2024-12-08,Taylor Swift,100.0
2024-12-15,Taylor Swift,58.0258628828021
2024-12-22,Taylor Swift,75.9232224288038
2024-12-29,Taylor Swift,100.0
2025-01-05,Taylor Swift,97.44895710726854
2025-01-12,Taylor Swift,95.0974562823244
2025-01-19,Taylor Swift,77.8534959152938
2025-01-26,Taylor Swift,100.0
2025-02-02,Taylor Swift,68.79674684261808
2025-02-09,Taylor Swift,49.38934526267013
2025-02-16,Taylor Swift,97.10811142516197
2025-02-23,Taylor Swift,88.25272769148957
2025-03-02,Taylor Swift,79.06458623459619
2025-03-09,Taylor Swift,70.75350850921458
2025-03-16,Taylor Swift,81.21397391928579
2025-03-23,Taylor Swift,68.81644252640582
2025-03-30,Taylor Swift,72.8676703862546
2025-04-06,Taylor Swift,83.68020867913705
2025-04-13,Taylor Swift,87.01971201053586
2025-04-20,Taylor Swift,86.62605515697611
2025-04-27,Taylor Swift,67.74808063108775
2025-05-04,Taylor Swift,51.63492582102327
2025-05-11,Taylor Swift,60.19144843577219
2025-05-18,Taylor Swift,100.0
2025-05-25,Taylor Swift,72.00723186788584
2025-06-01,Taylor Swift,78.83219763609839
2025-06-08,Taylor Swift,92.66401125961119
2025-06-15,Taylor Swift,100.0
2025-06-22,Taylor Swift,100.0
2025-06-29,Taylor Swift,100.0
2025-07-06,Taylor Swift,94.87840623820378
2025-07-13,Taylor Swift,97.02384382667861
2025-07-20,Taylor Swift,61.05009296179717
2025-07-27,Taylor Swift,68.56280132862123
2025-08-03,Taylor Swift,78.96774430631288
2025-08-10,Taylor Swift,74.51361236204617
2025-08-17,Taylor Swift,91.25719577064388
2025-08-24,Taylor Swift,88.45762012213137
2025-08-31,Taylor Swift,100.0
2025-09-07,Taylor Swift,100.0
2025-09-14,Taylor Swift,82.88074906036455
2025-09-21,Taylor Swift,96.76531507613386
2025-09-28,Taylor Swift,72.33927404137019
2025-10-05,Taylor Swift,100.0
2025-10-12,Taylor Swift,100.0
2025-10-19,Taylor Swift,92.5148943480303
2025-10-26,Taylor Swift,77.30092205054859
2025-11-02,Taylor Swift,93.03684044815631
2025-11-09,Taylor Swift,75.47012041619791
2024-01-07,Travis Kelce,70.4227645196183
2024-01-14,Travis Kelce,60.49726202928079
2024-01-21,Travis Kelce,16.247800550558345
2024-01-28,Travis Kelce,28.357261729645206
2024-02-04,Travis Kelce,46.71305329037758
2024-02-11,Travis Kelce,91.68571465920893
2024-02-18,Travis Kelce,45.97020348517885
2024-02-25,Travis Kelce,55.519965824908994
2024-03-03,Travis Kelce,88.70364915023113
2024-03-10,Travis Kelce,30.373048742239007
2024-03-17,Travis Kelce,89.59605866435345
2024-03-24,Travis Kelce,29.714034292896972
2024-03-31,Travis Kelce,3.4820855138038596
2024-04-07,Travis Kelce,74.75674379636976
2024-04-14,Travis Kelce,7.865869658715617
2024-04-21,Travis Kelce,53.44952917610604
2024-04-28,Travis Kelce,61.119260330589306
2024-05-05,Travis Kelce,75.89317250859258
2024-05-12,Travis Kelce,44.967777684161874
2024-05-19,Travis Kelce,40.87557622025578
2024-05-26,Travis Kelce,52.50955048846367
2024-06-02,Travis Kelce,24.733082628666832
2024-06-09,Travis Kelce,52.272703157748154
2024-06-16,Travis Kelce,52.414460699413226
2024-06-23,Travis Kelce,44.74742671822289
2024-06-30,Travis Kelce,45.89030083404653
2024-07-07,Travis Kelce,77.40466645867792
2024-07-14,Travis Kelce,53.409169621958945
2024-07-21,Travis Kelce,40.97952583567119
2024-07-28,Travis Kelce,15.33753054925035
2024-08-04,Travis Kelce,20.028197689162855
2024-08-11,Travis Kelce,58.189836199504086
2024-08-18,Travis Kelce,31.00213842168574
2024-08-25,Travis Kelce,41.562711291381454
2024-09-01,Travis Kelce,50.01722936427791
2024-09-08,Travis Kelce,78.82525709465942
2024-09-15,Travis Kelce,68.41159693104157
2024-09-22,Travis Kelce,51.281762650163024
2024-09-29,Travis Kelce,77.82090347768958
2024-10-06,Travis Kelce,65.67650336960227
2024-10-13,Travis Kelce,13.582537924688658
2024-10-20,Travis Kelce,77.16677583963622
2024-10-27,Travis Kelce,52.36268838346845
2024-11-03,Travis Kelce,5.022683437391798
2024-11-10,Travis Kelce,68.15094753460163
2024-11-17,Travis Kelce,55.21401114127864
2024-11-24,Travis Kelce,48.38563482730127
2024-12-01,Travis Kelce,64.68810859392653
2024-12-08,Travis Kelce,48.71601720652255
2024-12-15,Travis Kelce,56.98238654171155
2024-12-22,Travis Kelce,46.5417738689709
2024-12-29,Travis Kelce,47.57392690489753
2025-01-05,Travis Kelce,27.134961903057757
2025-01-12,Travis Kelce,58.99346549846588
2025-01-19,Travis Kelce,90.42185217242945
2025-01-26,Travis Kelce,43.01279984932683
2025-02-02,Travis Kelce,46.78909466724826
2025-02-09,Travis Kelce,38.37949013532287
2025-02-16,Travis Kelce,38.567013893056355
2025-02-23,Travis Kelce,25.76244214822303
2025-03-02,Travis Kelce,35.80548984014828
2025-03-09,Travis Kelce,54.15959821468444
2025-03-16,Travis Kelce,47.71343900618341
2025-03-23,Travis Kelce,45.62060800933554
2025-03-30,Travis Kelce,39.50997704778945
2025-04-06,Travis Kelce,38.683635187106404
2025-04-13,Travis Kelce,19.976178756028958
2025-04-20,Travis Kelce,77.6974853488905
2025-04-27,Travis Kelce,61.971139261115326
2025-05-04,Travis Kelce,56.745003090870725
2025-05-11,Travis Kelce,48.04164817038467
2025-05-18,Travis Kelce,31.569191187991485
2025-05-25,Travis Kelce,55.295360061809276
2025-06-01,Travis Kelce,22.39492580804652
2025-06-08,Travis Kelce,35.455500590943544
2025-06-15,Travis Kelce,43.98421509654262
2025-06-22,Travis Kelce,72.18661993092829
2025-06-29,Travis Kelce,90.34588148126292
2025-07-06,Travis Kelce,81.70248154539314
2025-07-13,Travis Kelce,62.09820087369317
2025-07-20,Travis Kelce,33.887634932304856
2025-07-27,Travis Kelce,23.82400538071328
2025-08-03,Travis Kelce,23.588648523617177
2025-08-10,Travis Kelce,62.89938473381142
2025-08-17,Travis Kelce,38.70714861756346
2025-08-24,Travis Kelce,42.057492324706075
2025-08-31,Travis Kelce,52.85043255889654
2025-09-07,Travis Kelce,35.34099767177925
2025-09-14,Travis Kelce,47.261039062671806
2025-09-21,Travis Kelce,33.968726759168035
2025-09-28,Travis Kelce,40.66457338863335
2025-10-05,Travis Kelce,67.38782451651512
2025-10-12,Travis Kelce,54.346646108584515
2025-10-19,Travis Kelce,67.46774246743578
2025-10-26,Travis Kelce,39.26752482108307
2025-11-02,Travis Kelce,64.01197337186319
2025-11-09,Travis Kelce,20.129151242336746
2024-01-07,Donald Trump,70.96169893322764
2024-01-14,Donald Trump,82.87184917554747
2024-01-21,Donald Trump,36.969598754620804
2024-01-28,Donald Trump,57.263277843956814
2024-02-04,Donald Trump,71.34797342632828
2024-02-11,Donald Trump,90.6258561842888
2024-02-18,Donald Trump,59.06216260953702
2024-02-25,Donald Trump,81.29608355830565
2024-03-03,Donald Trump,99.631372413158
2024-03-10,Donald Trump,82.4414425436108
2024-03-17,Donald Trump,66.93909227914014
2024-03-24,Donald Trump,78.52291746742617
2024-03-31,Donald Trump,59.12029626568359
2024-04-07,Donald Trump,73.031795749458
2024-04-14,Donald Trump,68.28645529215842
2024-04-21,Donald Trump,78.25205324150404
2024-04-28,Donald Trump,63.362460677550644
2024-05-05,Donald Trump,79.58904284756593
2024-05-12,Donald Trump,63.38031038359474
2024-05-19,Donald Trump,89.32249406863386
2024-05-26,Donald Trump,65.47952935664318
2024-06-02,Donald Trump,31.337509296442917
2024-06-09,Donald Trump,52.038273781651924
2024-06-16,Donald Trump,72.66836758379102
2024-06-23,Donald Trump,100.0
2024-06-30,Donald Trump,89.08811162366979
2024-07-07,Donald Trump,28.377293819842293
2024-07-14,Donald Trump,43.12827508440317
2024-07-21,Donald Trump,95.67508086413858
2024-07-28,Donald Trump,85.5556373221257
2024-08-04,Donald Trump,100.0
2024-08-11,Donald Trump,63.91278200919511
2024-08-18,Donald Trump,56.20311261070417
2024-08-25,Donald Trump,74.73132474438785
2024-09-01,Donald Trump,63.846851064697674
2024-09-08,Donald Trump,94.25079888515799
2024-09-15,Donald Trump,63.39967202290505
2024-09-22,Donald Trump,68.30250129413258
2024-09-29,Donald Trump,54.22472568435385
2024-10-06,Donald Trump,89.03977233290705
2024-10-13,Donald Trump,55.556693516447496
2024-10-20,Donald Trump,82.36869806447402
2024-10-27,Donald Trump,100.0
2024-11-03,Donald Trump,38.72559502191442
2024-11-10,Donald Trump,100.0
2024-11-17,Donald Trump,80.09937252639641
2024-11-24,Donald Trump,52.09021905403246
2024-12-01,Donald Trump,76.88789589209786
2024-12-08,Donald Trump,89.31533247797384
2024-12-15,Donald Trump,59.09051089109377
2024-12-22,Donald Trump,84.42936714271991
2024-12-29,Donald Trump,100.0
2025-01-05,Donald Trump,64.97568647137629
2025-01-12,Donald Trump,55.50790359482838
2025-01-19,Donald Trump,72.88426159800704
2025-01-26,Donald Trump,76.61449824577389
2025-02-02,Donald Trump,97.48383036941897
2025-02-09,Donald Trump,72.53984202842021
2025-02-16,Donald Trump,87.26735375178592
2025-02-23,Donald Trump,92.94492978060536
2025-03-02,Donald Trump,29.585252520437393
2025-03-09,Donald Trump,100.0
2025-03-16,Donald Trump,59.830515659152184
2025-03-23,Donald Trump,53.79161984506222
2025-03-30,Donald Trump,73.41926666540941
2025-04-06,Donald Trump,92.5887822022173
2025-04-13,Donald Trump,73.45572213271097
2025-04-20,Donald Trump,56.356156589092194
2025-04-27,Donald Trump,87.13338617296246
2025-05-04,Donald Trump,60.917788583494705
2025-05-11,Donald Trump,73.70928683900608
2025-05-18,Donald Trump,63.54867574532585
2025-05-25,Donald Trump,80.18573126944956
2025-06-01,Donald Trump,75.00311961033952
2025-06-08,Donald Trump,100.0
2025-06-15,Donald Trump,63.24308434645671
2025-06-22,Donald Trump,79.72860455383793
2025-06-29,Donald Trump,24.680603832139766
2025-07-06,Donald Trump,99.63013703844923
2025-07-13,Donald Trump,71.04624811839304
2025-07-20,Donald Trump,70.57118268008418
2025-07-27,Donald Trump,49.94976610564357
2025-08-03,Donald Trump,62.6436662481825
2025-08-10,Donald Trump,100.0
2025-08-17,Donald Trump,100.0
2025-08-24,Donald Trump,80.4749155527467
2025-08-31,Donald Trump,75.99309708025584
2025-09-07,Donald Trump,71.68636944242425
2025-09-14,Donald Trump,74.21567896892816
2025-09-21,Donald Trump,83.59304010310173
2025-09-28,Donald Trump,84.05511015075773
2025-10-05,Donald Trump,65.95533363765011
2025-10-12,Donald Trump,73.01814228116763
2025-10-19,Donald Trump,85.82266044484236
2025-10-26,Donald Trump,54.377728472293946
2025-11-02,Donald Trump,69.04553958961921
2025-11-09,Donald Trump,100.0
2024-01-07,Elon Musk,26.650562397141442
2024-01-14,Elon Musk,59.070149270184594
2024-01-21,Elon Musk,18.73105888174417
2024-01-28,Elon Musk,75.38684552435058
2024-02-04,Elon Musk,41.746213697865755
2024-02-11,Elon Musk,55.88704171528106
2024-02-18,Elon Musk,51.5934147299306
2024-02-25,Elon Musk,70.17484720347655
2024-03-03,Elon Musk,82.16859307649611
2024-03-10,Elon Musk,59.90385926620658
2024-03-17,Elon Musk,30.473289303640126
2024-03-24,Elon Musk,88.72122553062576
2024-03-31,Elon Musk,52.69767882646522
2024-04-07,Elon Musk,35.06440833577452
2024-04-14,Elon Musk,65.15733455988465
2024-04-21,Elon Musk,70.89553113825986
2024-04-28,Elon Musk,73.98800167748816
2024-05-05,Elon Musk,73.21741952891708
2024-05-12,Elon Musk,47.26847764894702
2024-05-19,Elon Musk,61.7188987187053
2024-05-26,Elon Musk,44.37980370554742
2024-06-02,Elon Musk,52.558375443444376
2024-06-09,Elon Musk,26.69977137409455
2024-06-16,Elon Musk,37.5634142887442
2024-06-23,Elon Musk,58.12950438802514
2024-06-30,Elon Musk,23.196394231369695
2024-07-07,Elon Musk,50.90981210421578
2024-07-14,Elon Musk,70.01347327722922
2024-07-21,Elon Musk,40.805432606433385
2024-07-28,Elon Musk,51.25014721968042
2024-08-04,Elon Musk,66.63909989428514
2024-08-11,Elon Musk,70.6780163092198
2024-08-18,Elon Musk,78.98541030446171
2024-08-25,Elon Musk,48.631030210564866
2024-09-01,Elon Musk,56.816064301681656
2024-09-08,Elon Musk,57.28892664055826
2024-09-15,Elon Musk,60.35640333080168
2024-09-22,Elon Musk,66.42202803924627
2024-09-29,Elon Musk,48.12349856349931
2024-10-06,Elon Musk,58.53008146326017
2024-10-13,Elon Musk,54.90296776508945
2024-10-20,Elon Musk,58.33878617925735
2024-10-27,Elon Musk,61.668832318233555
2024-11-03,Elon Musk,56.02770118842655
2024-11-10,Elon Musk,55.56427328698879
2024-11-17,Elon Musk,52.215315307446666
2024-11-24,Elon Musk,32.86415189387606
2024-12-01,Elon Musk,64.85729279999356
2024-12-08,Elon Musk,48.44667269215017
2024-12-15,Elon Musk,59.24251046058937
2024-12-22,Elon Musk,90.96235344410155
2024-12-29,Elon Musk,41.23932907673939
2025-01-05,Elon Musk,33.32272688659292
2025-01-12,Elon Musk,87.56761257349078
2025-01-19,Elon Musk,70.624668265306
2025-01-26,Elon Musk,51.848321647673615
2025-02-02,Elon Musk,52.885753988038886
2025-02-09,Elon Musk,98.30742815137945
2025-02-16,Elon Musk,59.54099385308169
2025-02-23,Elon Musk,49.52525819685618
2025-03-02,Elon Musk,67.14756425887185
2025-03-09,Elon Musk,38.52852314804816
2025-03-16,Elon Musk,62.55741265221495
2025-03-23,Elon Musk,53.447929452052016
2025-03-30,Elon Musk,23.492695123001564
2025-04-06,Elon Musk,22.321015000087794
2025-04-13,Elon Musk,44.17459267867057
2025-04-20,Elon Musk,36.58819625009512
2025-04-27,Elon Musk,19.634825483386596
2025-05-04,Elon Musk,30.50906252530438
2025-05-11,Elon Musk,46.114154202800776
2025-05-18,Elon Musk,36.196227354738085
2025-05-25,Elon Musk,83.20584133109281
2025-06-01,Elon Musk,38.58154629680001
2025-06-08,Elon Musk,66.02654371575454
2025-06-15,Elon Musk,72.81662836681573
2025-06-22,Elon Musk,40.71699523637663
2025-06-29,Elon Musk,39.47613405160996
2025-07-06,Elon Musk,41.00046430510294
2025-07-13,Elon Musk,45.8982765656206
2025-07-20,Elon Musk,42.79901097435146
2025-07-27,Elon Musk,30.776446894818125
2025-08-03,Elon Musk,53.51427884302826
2025-08-10,Elon Musk,42.69171023466602
2025-08-17,Elon Musk,83.68064547549062
2025-08-24,Elon Musk,98.69140040241106
2025-08-31,Elon Musk,39.08816964273421
2025-09-07,Elon Musk,42.444476600960236
2025-09-14,Elon Musk,52.527980860873576
2025-09-21,Elon Musk,53.236851849805376
2025-09-28,Elon Musk,45.545791587589264
2025-10-05,Elon Musk,36.20554133192319
2025-10-12,Elon Musk,64.26859146538737
2025-10-19,Elon Musk,75.05836795276682
2025-10-26,Elon Musk,0.0
2025-11-02,Elon Musk,35.046651367847325
2025-11-09,Elon Musk,67.9381220568082
2024-01-07,Kanye West,11.022757868009563
2024-01-14,Kanye West,31.57034106527569
2024-01-21,Kanye West,32.52331480565888
2024-01-28,Kanye West,33.99426389710568
2024-02-04,Kanye West,38.60510520701711
2024-02-11,Kanye West,42.97781237167872
2024-02-18,Kanye West,50.79533201861373
2024-02-25,Kanye West,22.23514947104055
2024-03-03,Kanye West,15.256615190810999
2024-03-10,Kanye West,34.003788321790005
2024-03-17,Kanye West,52.317324433823934
2024-03-24,Kanye West,30.53648602029855
2024-03-31,Kanye West,28.336548222342234
2024-04-07,Kanye West,37.29226271711613
2024-04-14,Kanye West,60.028820849581905
2024-04-21,Kanye West,31.29075525566133
2024-04-28,Kanye West,51.18179919645212
2024-05-05,Kanye West,36.608447645748086
2024-05-12,Kanye West,30.259136847345374
2024-05-19,Kanye West,20.733495781742075
2024-05-26,Kanye West,30.311349893474613
2024-06-02,Kanye West,29.364545112203142
2024-06-09,Kanye West,16.838187775912402
2024-06-16,Kanye West,18.926172290926175
2024-06-23,Kanye West,43.60188467183774
2024-06-30,Kanye West,25.28442389501506
2024-07-07,Kanye West,0.0
2024-07-14,Kanye West,1.6750967209186989
2024-07-21,Kanye West,21.062606849556072
2024-07-28,Kanye West,8.68195932638778
2024-08-04,Kanye West,24.43389517768891
2024-08-11,Kanye West,43.89779784140273
2024-08-18,Kanye West,46.69815737038319
2024-08-25,Kanye West,23.67380832316652
2024-09-01,Kanye West,9.775620568998413
2024-09-08,Kanye West,8.541103286187138
2024-09-15,Kanye West,51.82205430172363
2024-09-22,Kanye West,40.358328081405126
2024-09-29,Kanye West,23.761492473530065
2024-10-06,Kanye West,27.943093207002327
2024-10-13,Kanye West,23.358960959044715
2024-10-20,Kanye West,34.35252715917237
2024-10-27,Kanye West,26.30612673737695
2024-11-03,Kanye West,37.32573311874431
2024-11-10,Kanye West,37.518101204351154
2024-11-17,Kanye West,50.10990377132481
2024-11-24,Kanye West,31.46868644363469
2024-12-01,Kanye West,25.2439645856916
2024-12-08,Kanye West,48.16175823174209
2024-12-15,Kanye West,16.384115469110956
2024-12-22,Kanye West,53.51410649366223
2024-12-29,Kanye West,28.391566223661837
2025-01-05,Kanye West,16.22422513787679
2025-01-12,Kanye West,31.89065513561507
2025-01-19,Kanye West,0.0
2025-01-26,Kanye West,63.4341919340899
2025-02-02,Kanye West,18.88200732989073
2025-02-09,Kanye West,56.28717928413228
2025-02-16,Kanye West,33.443082458977536
2025-02-23,Kanye West,26.175961913641473
2025-03-02,Kanye West,8.824529662111857
2025-03-09,Kanye West,22.855537392555043
2025-03-16,Kanye West,26.543287584917962
2025-03-23,Kanye West,34.75969417684167
2025-03-30,Kanye West,15.85023628003302
2025-04-06,Kanye West,28.981154274949496
2025-04-13,Kanye West,10.080508338758477
2025-04-20,Kanye West,18.588057754539765
2025-04-27,Kanye West,19.285250179392108
2025-05-04,Kanye West,53.10970186202307
2025-05-11,Kanye West,31.268885930376527
2025-05-18,Kanye West,17.178050888948945
2025-05-25,Kanye West,79.01964940858744
2025-06-01,Kanye West,45.57091098451488
2025-06-08,Kanye West,28.743994070385995
2025-06-15,Kanye West,63.60001956719566
2025-06-22,Kanye West,28.688661751939716
2025-06-29,Kanye West,10.216356296947632
2025-07-06,Kanye West,17.7205264368067
2025-07-13,Kanye West,70.10515527581083
2025-07-20,Kanye West,24.150566400651687
2025-07-27,Kanye West,8.65259169248041
2025-08-03,Kanye West,44.92373588657522
2025-08-10,Kanye West,21.649351938649826
2025-08-17,Kanye West,0.45123889183615873
2025-08-24,Kanye West,18.202203065509387
2025-08-31,Kanye West,49.029801449350494
2025-09-07,Kanye West,28.756777278399582
2025-09-14,Kanye West,41.066474539182316
2025-09-21,Kanye West,41.51021250146943
2025-09-28,Kanye West,24.72237295748939
2025-10-05,Kanye West,35.054843176201295
2025-10-12,Kanye West,1.5941176452362598
2025-10-19,Kanye West,47.35810524588844
2025-10-26,Kanye West,45.88137031221177
2025-11-02,Kanye West,32.56045279424108
2025-11-09,Kanye West,29.03010648735861
2024-01-07,Brittney Spears,19.744459290085548
2024-01-14,Brittney Spears,31.717290192593644
2024-01-21,Brittney Spears,27.696987106483448
2024-01-28,Brittney Spears,0.0
2024-02-04,Brittney Spears,16.335590585968678
2024-02-11,Brittney Spears,8.75330105373856
2024-02-18,Brittney Spears,6.993185242790943
2024-02-25,Brittney Spears,31.538267873785195
2024-03-03,Brittney Spears,19.450794211208162
2024-03-10,Brittney Spears,39.77314542485744
2024-03-17,Brittney Spears,0.0
2024-03-24,Brittney Spears,22.43173892246202
2024-03-31,Brittney Spears,26.369242105069954
2024-04-07,Brittney Spears,5.9500366281199
2024-04-14,Brittney Spears,28.330790099850343
2024-04-21,Brittney Spears,32.0750091488688
2024-04-28,Brittney Spears,23.466556222511688
2024-05-05,Brittney Spears,32.817385039437966
2024-05-12,Brittney Spears,42.48627804323445
2024-05-19,Brittney Spears,14.300518855345727
2024-05-26,Brittney Spears,27.126400772155794
2024-06-02,Brittney Spears,18.982834198914176
2024-06-09,Brittney Spears,28.943276747024818
2024-06-16,Brittney Spears,23.234884758979927
2024-06-23,Brittney Spears,40.64374704780728
2024-06-30,Brittney Spears,37.592001966183986
2024-07-07,Brittney Spears,10.355320897941512
2024-07-14,Brittney Spears,26.172681595093017
2024-07-21,Brittney Spears,22.485691525949274
2024-07-28,Brittney Spears,13.202864626549106
2024-08-04,Brittney Spears,25.17215938057004
2024-08-11,Brittney Spears,10.518401948039642
2024-08-18,Brittney Spears,19.3711236442842
2024-08-25,Brittney Spears,39.70407267182105
2024-09-01,Brittney Spears,15.170791723902042
2024-09-08,Brittney Spears,20.324985358750087
2024-09-15,Brittney Spears,8.873394918223344
2024-09-22,Brittney Spears,26.31407960942365
2024-09-29,Brittney Spears,11.903716775831217
2024-10-06,Brittney Spears,22.576283196761754
2024-10-13,Brittney Spears,29.651425732780183
2024-10-20,Brittney Spears,17.066199565355504
2024-10-27,Brittney Spears,25.22402987893266
2024-11-03,Brittney Spears,23.125506296743527
2024-11-10,Brittney Spears,30.029201276500118
2024-11-17,Brittney Spears,25.249503053413825
2024-11-24,Brittney Spears,32.43756528375374
2024-12-01,Brittney Spears,16.916000750448774
2024-12-08,Brittney Spears,6.739774165636238
